Scenario_ID,Scenario_Type,Date,Event_date,Date_type,Event_Type,Process_Area,Loss_Amount_(kUSD),Frequency_(Nk),Severity_(Xi),OpVar_(%),ML,GDP_(%),VIX,Target,Loss_Outlier_Flag,Data_Quality_Flag
OLE-0814,OLE,10-07-2022,10-07-2022,Actual,System Failure,Payments,78.74,2,1.44,0.57,1,3.2,20,0,Normal,Good
ALE-0758,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,38.14,5,2,2.81,1.93,3.5,25,1,Normal,Good
OLE-0407,OLE,03-12-2022,03-12-2022,Actual,Data Breach,Retail Banking,78.55,4,0.81,1.33,1,3.7,14,0,Normal,Good
OLE-0779,OLE,22-05-2022,22-05-2022,Actual,Data Breach,ATM Network,58.93,5,0.66,1.25,1,2.8,20,0,Normal,Good
ALE-0363,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,209.62,2,1.35,2.68,2.7,3.3,16,0,Normal,Good
OLE-0297,OLE,08-01-2023,08-01-2023,Actual,System Failure,ATM Network,58.42,1,0.86,1.37,1,2.8,16,1,Normal,Good
ALE-0636,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,97.54,5,1.92,3.05,2.35,3.1,28,2,Normal,Good
OLE-0462,OLE,10-09-2022,10-09-2022,Actual,Tech Failure,ATM Network,17.9,2,0.76,0.72,1,3.2,24,2,Normal,Good
ALE-1138,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,144.85,5,2.45,2.07,1.47,3.1,17,0,Normal,Good
ALE-0474,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,72.3,2,1.97,1.66,1.66,3.6,23,0,Normal,Good
ALE-0156,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,19.13,3,1.58,2.68,2.76,2.7,29,0,Normal,Good
ALE-0500,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,105.65,4,2.15,2.9,2.17,3.9,17,2,Normal,Good
ALE-0696,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,158.61,4,2.73,1.43,1.46,3.6,15,1,Normal,Good
OLE-0127,OLE,21-04-2022,21-04-2022,Actual,System Failure,Payments,58.5,4,1.49,0.57,1,2.6,16,1,Normal,Good
ALE-0030,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,71.38,3,2.46,3.3,2.78,3.3,21,1,Normal,Good
ALE-0150,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,197.48,5,1.1,2.78,1.93,3.4,16,0,Normal,Good
OLE-0356,OLE,03-03-2023,03-03-2023,Actual,System Failure,Retail Banking,90.95,2,0.92,1.2,1,3.9,15,0,Normal,Good
ALE-0845,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,129.59,4,2.95,2.04,2.16,3.9,15,2,Normal,Good
OLE-0683,OLE,22-07-2023,22-07-2023,Actual,System Failure,Retail Banking,14.98,2,0.48,1.32,1,2.9,16,2,Normal,Good
ALE-0883,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,151.69,5,2.29,2.92,3.32,2.8,24,2,Normal,Good
ALE-0233,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,304.82,3,1.12,2.89,2.37,3.5,27,2,Normal,Good
ALE-0127,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,235.16,4,2.88,1.97,1.65,2.6,18,1,Normal,Good
ALE-1110,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,112.46,2,1.91,2.97,2.1,2.7,23,0,Normal,Good
OLE-0141,OLE,13-10-2022,13-10-2022,Actual,System Failure,E-Banking,16.39,3,1.37,0.94,1,3.4,16,1,Normal,Good
ALE-1125,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,74.65,1,1.63,2.36,2.76,3.5,28,2,Normal,Good
ALE-0662,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,149.16,1,1.98,2.49,2.33,2.9,23,2,Normal,Good
ALE-0411,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,10,2,2.82,2.1,1.51,2.5,28,2,Normal,Good
ALE-0926,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,124.24,5,0.84,1.28,1.12,2.9,18,1,Normal,Good
ALE-0388,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,157.62,3,2.65,1.92,1.38,3.1,21,2,Normal,Good
ALE-0307,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,250.07,2,2.55,2.03,1.39,3.3,24,0,Normal,Good
ALE-0766,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,123.46,1,2.3,2,2.11,3.1,22,2,Normal,Good
OLE-0712,OLE,18-05-2023,18-05-2023,Actual,Data Breach,Retail Banking,15.85,4,0.56,1.31,1,2.8,19,2,Normal,Good
ALE-0216,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,188.54,1,0.85,1.33,1.59,3.9,25,0,Normal,Good
ALE-1045,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,87.42,1,2.04,1.23,1.13,2.6,25,0,Normal,Good
OLE-0011,OLE,05-07-2023,05-07-2023,Actual,Cyber-Fraud,E-Banking,5,4,0.45,0.63,1,2.7,15,1,Normal,Good
ALE-0522,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,107.21,4,1.77,1.58,1.06,2.6,19,2,Normal,Good
ALE-0498,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,84.97,3,2.72,2.19,2.01,3.6,17,1,Normal,Good
OLE-0755,OLE,23-10-2023,23-10-2023,Actual,Cyber-Fraud,Payments,82.9,4,1.1,1.34,1,2.8,23,2,Normal,Good
OLE-0627,OLE,02-09-2022,02-09-2022,Actual,Data Breach,Retail Banking,78.19,4,1.29,0.64,1,3.6,23,0,Normal,Good
ALE-1174,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,270.21,1,1.09,2,1.48,3.4,28,0,Normal,Good
OLE-0130,OLE,04-04-2023,04-04-2023,Actual,Cyber-Fraud,Payments,34.53,1,1.35,0.5,1,2.8,15,1,Normal,Good
OLE-0844,OLE,23-12-2023,23-12-2023,Actual,Tech Failure,ATM Network,69.69,2,0.37,1.02,1,2.7,14,0,Normal,Good
OLE-0324,OLE,14-04-2022,14-04-2022,Actual,Data Breach,E-Banking,17.84,3,0.86,0.94,1,3.2,19,0,Normal,Good
ALE-0890,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,143.35,3,1.45,1.79,1.68,3,16,0,Normal,Good
OLE-0015,OLE,14-08-2023,14-08-2023,Actual,System Failure,Retail Banking,83.17,3,1.43,1.33,1,3.5,22,1,Normal,Good
ALE-0660,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,145.73,4,1.37,1.97,1.75,3.9,25,2,Normal,Good
OLE-0216,OLE,10-07-2023,10-07-2023,Actual,Tech Failure,Retail Banking,51.82,4,0.95,0.56,1,3.5,23,0,Normal,Good
ALE-0330,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,152.61,3,2.02,3.28,2.69,3.2,29,0,Normal,Good
ALE-0572,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,43.68,5,2.23,1.71,1.99,3,16,2,Normal,Good
ALE-1085,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,83.35,1,1.86,3.18,2.23,3.9,15,0,Normal,Good
ALE-0007,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,133.69,1,2.67,2.15,2.45,2.6,20,1,Normal,Good
OLE-0517,OLE,28-03-2023,28-03-2023,Actual,System Failure,E-Banking,62.72,4,0.93,0.67,1,2.8,20,0,Normal,Good
OLE-0598,OLE,26-02-2022,26-02-2022,Actual,System Failure,ATM Network,18.81,1,0.71,1.3,1,2.6,24,0,Normal,Good
OLE-0196,OLE,28-11-2022,28-11-2022,Actual,System Failure,E-Banking,81.8,5,0.44,0.54,1,3.3,24,0,Normal,Good
OLE-0289,OLE,11-12-2023,11-12-2023,Actual,System Failure,E-Banking,61.23,1,0.8,1.23,1,3.8,23,1,Normal,Good
ALE-0093,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,299.35,2,2.61,2.6,2.34,3.9,19,2,Normal,Good
ALE-0483,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,112,4,2.03,1.63,1.46,3.4,28,0,Normal,Good
ALE-0706,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,213.17,2,1.23,2.68,2.39,3.7,28,2,Normal,Good
OLE-0550,OLE,06-04-2022,06-04-2022,Actual,System Failure,Payments,54.73,4,1.44,1.24,1,3.4,24,0,Normal,Good
OLE-0157,OLE,28-03-2023,28-03-2023,Actual,System Failure,ATM Network,81.44,4,1.11,0.78,1,3,23,1,Normal,Good
OLE-0420,OLE,26-02-2022,26-02-2022,Actual,System Failure,E-Banking,28.27,3,1.46,0.64,1,2.7,24,0,Normal,Good
ALE-0065,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,192.38,3,1.43,2.17,1.73,2.5,28,1,Normal,Good
OLE-0478,OLE,27-02-2023,27-02-2023,Actual,System Failure,ATM Network,31.18,1,0.79,1.48,1,2.8,19,2,Normal,Good
ALE-0762,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,82.6,4,0.89,2.17,1.93,3.7,20,1,Normal,Good
OLE-0554,OLE,05-11-2022,05-11-2022,Actual,Tech Failure,Payments,74.74,2,0.74,1.29,1,3.9,20,1,Normal,Good
OLE-0391,OLE,01-12-2022,01-12-2022,Actual,Tech Failure,E-Banking,41.34,5,0.94,1.04,1,2.9,17,2,Normal,Good
OLE-0579,OLE,06-11-2023,06-11-2023,Actual,System Failure,E-Banking,55.58,1,1.02,1.2,1,2.9,16,1,Normal,Good
ALE-1074,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,181.87,4,0.83,2.44,2.03,3.9,15,0,Normal,Good
ALE-0892,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,211.2,2,2.69,1.74,1.28,2.8,20,0,Normal,Good
ALE-1077,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,167.43,2,1.62,2.6,2.62,3.5,23,1,Normal,Good
OLE-0821,OLE,30-09-2022,30-09-2022,Actual,Cyber-Fraud,ATM Network,60.83,1,0.58,1.36,1,3,18,0,Normal,Good
ALE-1200,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,182.6,3,2.02,2.5,1.9,2.9,23,0,Normal,Good
ALE-0149,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,254.34,3,1.28,2.21,1.64,3.7,17,0,Normal,Good
ALE-1181,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,203.08,4,2.04,1.38,1.1,3.3,15,1,Normal,Good
OLE-0665,OLE,18-01-2023,18-01-2023,Actual,Tech Failure,ATM Network,59.7,5,1.24,1.2,1,3.8,19,0,Normal,Good
ALE-0849,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,234.97,4,1.91,1.82,1.55,3.8,24,1,Normal,Good
OLE-0143,OLE,26-07-2022,26-07-2022,Actual,Data Breach,Retail Banking,23.12,3,1.19,1.01,1,3.5,19,1,Normal,Good
ALE-0863,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,173.89,3,2.63,2.87,2.12,2.9,20,0,Normal,Good
ALE-0484,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,167.99,1,1.44,2,1.51,3.8,18,0,Normal,Good
OLE-0422,OLE,12-07-2022,12-07-2022,Actual,System Failure,Retail Banking,39.68,2,0.6,1.15,1,2.8,22,1,Normal,Good
OLE-0800,OLE,20-03-2023,20-03-2023,Actual,System Failure,ATM Network,83.22,5,0.7,1.02,1,4,14,2,Normal,Good
OLE-0616,OLE,03-08-2022,03-08-2022,Actual,Tech Failure,ATM Network,82.72,3,1.12,1.07,1,3.4,24,0,Normal,Good
OLE-0296,OLE,06-04-2022,06-04-2022,Actual,Cyber-Fraud,Retail Banking,42.96,1,1.11,0.91,1,3.8,24,1,Normal,Good
OLE-0402,OLE,19-05-2022,19-05-2022,Actual,Cyber-Fraud,E-Banking,78.48,1,1.26,1.22,1,3.5,20,2,Normal,Good
OLE-0089,OLE,16-04-2022,16-04-2022,Actual,Cyber-Fraud,Retail Banking,33.44,3,0.38,1.08,1,3.3,17,1,Normal,Good
ALE-0651,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,120.16,3,2.34,1.25,0.89,3.5,26,0,Normal,Good
ALE-1256,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,36.08,5,1.81,2.15,2.23,3.7,28,0,Normal,Good
OLE-0132,OLE,21-08-2023,21-08-2023,Actual,System Failure,E-Banking,46.39,2,1.46,0.63,1,3.6,16,2,Normal,Good
ALE-0294,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,173.82,2,1.37,2.25,2.74,3.1,28,1,Normal,Good
ALE-0359,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,28.29,4,2.93,3.11,3.11,3,27,1,Normal,Good
ALE-0668,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,74.42,2,1.92,2.8,3.19,3.3,17,2,Normal,Good
ALE-1134,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,172.59,2,0.86,2.97,3.39,2.5,25,1,Normal,Good
OLE-0725,OLE,29-03-2022,29-03-2022,Actual,System Failure,Retail Banking,63.57,3,1.26,0.84,1,3.7,14,2,Normal,Good
ALE-0799,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,139.26,3,1.81,1.96,2.15,2.8,24,2,Normal,Good
OLE-0270,OLE,09-10-2023,09-10-2023,Actual,System Failure,ATM Network,45.77,3,1.17,0.51,1,3.4,14,2,Normal,Good
ALE-0687,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,95.76,3,2.94,2.77,2.54,3.6,17,2,Normal,Good
ALE-0060,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,63.13,3,1.52,1.3,1.13,3.3,24,0,Normal,Good
ALE-0809,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,141.48,2,1.07,2.64,3.3,2.5,15,2,Normal,Good
ALE-1146,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,194.78,1,2.91,1.21,1.45,2.7,20,0,Normal,Good
OLE-0376,OLE,21-03-2022,21-03-2022,Actual,Tech Failure,Payments,91.21,5,1.29,1.07,1,3.5,16,1,Normal,Good
OLE-0334,OLE,03-04-2022,03-04-2022,Actual,Data Breach,Payments,50.04,4,0.56,1.19,1,3.4,22,2,Normal,Good
ALE-0457,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,103.62,4,1.64,2.56,2.04,3.2,26,0,Normal,Good
ALE-1135,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,70.95,4,2.48,3.36,3.82,3.6,29,1,Normal,Good
ALE-0053,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,171.67,1,0.94,2.68,2.21,3.8,17,2,Normal,Good
OLE-0777,OLE,27-05-2023,27-05-2023,Actual,Data Breach,ATM Network,89.22,1,1.13,1.49,1,2.9,24,2,Normal,Good
ALE-0421,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,199.05,2,1.87,3.11,2.12,3.5,18,2,Normal,Good
OLE-0329,OLE,29-08-2023,29-08-2023,Actual,Data Breach,Payments,65.69,3,0.84,0.95,1,3.5,19,2,Normal,Good
ALE-1052,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,10,1,2.2,2.55,2.65,3.5,28,0,Normal,Good
OLE-0013,OLE,13-02-2023,13-02-2023,Actual,Data Breach,ATM Network,82.19,2,1.09,1.48,1,3.1,15,1,Normal,Good
ALE-0040,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,135.22,5,2.49,3.34,2.28,3.1,24,2,Normal,Good
OLE-0172,OLE,24-10-2022,24-10-2022,Actual,Data Breach,Payments,83.82,3,0.46,1.09,1,3.4,19,0,Normal,Good
OLE-0261,OLE,31-03-2022,31-03-2022,Actual,Tech Failure,Payments,61.72,3,0.62,0.79,1,3.5,19,1,Normal,Good
ALE-0966,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,162.83,3,2.36,2.54,2.71,2.6,15,2,Normal,Good
ALE-0745,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,127.79,5,1.81,3.29,2.31,3.9,19,1,Normal,Good
ALE-0044,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,189.3,2,2.77,3.44,2.45,2.7,28,1,Normal,Good
OLE-0259,OLE,12-10-2022,12-10-2022,Actual,Data Breach,E-Banking,49.18,2,0.52,1.47,1,2.7,22,0,Normal,Good
OLE-0845,OLE,04-07-2023,04-07-2023,Actual,Data Breach,Retail Banking,72.86,5,0.69,1.44,1,3,16,2,Normal,Good
OLE-0139,OLE,27-05-2023,27-05-2023,Actual,Tech Failure,Retail Banking,25.76,4,0.44,0.59,1,3.9,17,2,Normal,Good
OLE-0320,OLE,09-10-2023,09-10-2023,Actual,Tech Failure,Retail Banking,34.89,4,1.09,0.73,1,2.5,21,1,Normal,Good
ALE-0874,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,155.86,5,1.17,2.54,2.23,3.6,22,2,Normal,Good
ALE-0969,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,151.88,1,0.95,3.45,2.8,2.8,25,0,Normal,Good
ALE-0475,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,89.39,4,2.43,2.58,3.07,3.7,15,0,Normal,Good
OLE-0559,OLE,08-08-2023,08-08-2023,Actual,System Failure,ATM Network,19.59,2,1.1,1.01,1,3.1,21,1,Normal,Good
OLE-0140,OLE,10-07-2023,10-07-2023,Actual,Tech Failure,Payments,28.54,1,0.38,1.46,1,2.5,20,2,Normal,Good
ALE-1105,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,97.63,4,1.38,3.35,2.99,2.7,25,1,Normal,Good
OLE-0532,OLE,16-02-2022,16-02-2022,Actual,System Failure,Retail Banking,20.73,3,1.06,0.62,1,2.6,16,1,Normal,Good
OLE-0225,OLE,21-04-2023,21-04-2023,Actual,Data Breach,ATM Network,21.31,2,1.23,1,1,2.5,23,0,Normal,Good
OLE-0724,OLE,13-11-2023,13-11-2023,Actual,System Failure,Payments,80.7,1,0.39,0.69,1,3.2,24,0,Normal,Good
ALE-1086,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,217.71,3,1.65,3.37,2.37,3.3,25,0,Normal,Good
ALE-1187,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,250.01,4,1.82,1.4,1.67,3.1,18,0,Normal,Good
OLE-0326,OLE,04-02-2022,04-02-2022,Actual,Data Breach,Payments,48.14,3,0.5,1,1,3.5,22,0,Normal,Good
ALE-1185,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,121.68,5,0.93,3.17,2.15,3.5,17,2,Normal,Good
ALE-0371,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,103.71,1,1.83,2.13,1.91,4,16,0,Normal,Good
OLE-0715,OLE,12-01-2023,12-01-2023,Actual,Tech Failure,Payments,53.67,2,0.32,1.04,1,3.2,19,1,Normal,Good
OLE-0847,OLE,26-09-2023,26-09-2023,Actual,System Failure,Retail Banking,78.95,1,0.7,1.34,1,3,19,1,Normal,Good
OLE-0194,OLE,15-06-2023,15-06-2023,Actual,System Failure,E-Banking,77.91,5,1.42,1.33,1,2.7,22,2,Normal,Good
OLE-0574,OLE,22-03-2023,22-03-2023,Actual,System Failure,Payments,50.85,1,1.05,0.56,1,3,21,0,Normal,Good
ALE-0089,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,237.57,1,2.19,2.23,2.39,3.3,20,1,Normal,Good
OLE-0504,OLE,13-12-2023,13-12-2023,Actual,Cyber-Fraud,ATM Network,51.37,1,1.09,1.14,1,2.5,14,0,Normal,Good
ALE-1027,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,53.62,4,2.33,2.97,2.19,2.6,17,0,Normal,Good
ALE-0461,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,153.14,3,1.27,1.82,1.8,3.3,27,0,Normal,Good
ALE-1165,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,189.16,2,1.93,2.43,2.14,3.5,29,1,Normal,Good
OLE-0004,OLE,09-02-2023,09-02-2023,Actual,System Failure,E-Banking,41.14,3,1.36,0.94,1,3,23,1,Normal,Good
ALE-0445,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,125.11,4,2.52,3,2.58,3.8,18,0,Normal,Good
OLE-0468,OLE,12-07-2022,12-07-2022,Actual,Data Breach,E-Banking,30.94,2,0.47,1.01,1,2.6,21,2,Normal,Good
OLE-0006,OLE,14-07-2022,14-07-2022,Actual,Cyber-Fraud,E-Banking,15.64,5,0.73,1.03,1,3.7,21,2,Normal,Good
ALE-0701,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,136.98,4,0.98,1.76,1.31,3.3,23,0,Normal,Good
OLE-0548,OLE,26-06-2023,26-06-2023,Actual,System Failure,Payments,82.47,2,1.19,1.05,1,3.8,21,1,Normal,Good
OLE-0229,OLE,21-09-2022,21-09-2022,Actual,System Failure,Retail Banking,28.07,3,0.37,0.94,1,2.9,14,1,Normal,Good
ALE-0206,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,191.07,2,2.67,3.15,3,3.7,20,2,Normal,Good
OLE-0543,OLE,12-10-2022,12-10-2022,Actual,Data Breach,Retail Banking,31.57,2,0.98,1.43,1,3.4,24,0,Normal,Good
OLE-0243,OLE,24-03-2023,24-03-2023,Actual,Cyber-Fraud,Payments,71.16,5,0.48,0.88,1,3.1,23,1,Normal,Good
ALE-0041,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,74.48,1,1.45,2.33,2.1,3.6,18,1,Normal,Good
ALE-0429,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,152.67,3,2.73,3.26,2.58,3,25,0,Normal,Good
ALE-0303,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,127.09,1,2.38,3.37,2.88,3.3,17,0,Normal,Good
ALE-0907,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,164.59,2,2.7,2.8,3.48,3.4,28,2,Normal,Good
ALE-0376,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,102.19,2,1.01,2.37,2.59,3.1,17,0,Normal,Good
OLE-0843,OLE,02-09-2022,02-09-2022,Actual,Cyber-Fraud,ATM Network,54.41,4,0.92,1.48,1,3.9,19,1,Normal,Good
ALE-0755,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,170.11,1,1.96,2.15,2.18,4,26,2,Normal,Good
ALE-0452,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,51.39,5,1.46,1.24,0.87,2.8,25,0,Normal,Good
OLE-0277,OLE,11-06-2022,11-06-2022,Actual,Data Breach,Payments,83.21,5,0.79,1.37,1,3.5,19,1,Normal,Good
OLE-0662,OLE,30-04-2022,30-04-2022,Actual,Data Breach,Payments,58.9,1,1.02,0.77,1,2.5,16,0,Normal,Good
ALE-0511,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,210.72,2,1.47,2.84,3.39,3.2,22,1,Normal,Good
OLE-0315,OLE,23-06-2023,23-06-2023,Actual,Tech Failure,Retail Banking,78.06,5,1.06,1.36,1,3.7,22,1,Normal,Good
OLE-0692,OLE,27-09-2022,27-09-2022,Actual,Data Breach,Payments,28.55,3,0.77,1.39,1,3.7,17,1,Normal,Good
ALE-1092,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,36.07,2,1.94,3.06,2.78,3.6,28,1,Normal,Good
OLE-0425,OLE,14-03-2023,14-03-2023,Actual,Cyber-Fraud,E-Banking,80.22,2,0.36,1.39,1,3.4,20,0,Normal,Good
OLE-0595,OLE,15-11-2022,15-11-2022,Actual,System Failure,Retail Banking,111.82,2,1.21,0.89,1,3.4,15,2,Normal,Good
ALE-1270,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,132.64,4,2.74,3.36,3.23,2.9,26,0,Normal,Good
OLE-0623,OLE,16-03-2022,16-03-2022,Actual,Data Breach,E-Banking,64.79,3,1.15,1.15,1,3.8,15,1,Normal,Good
ALE-0731,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,180.96,1,1.88,1.49,1.85,3.5,28,0,Normal,Good
ALE-1250,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,270.96,5,2.27,2.03,1.72,3.2,25,2,Normal,Good
OLE-0228,OLE,03-12-2022,03-12-2022,Actual,Tech Failure,Payments,36.44,3,1.45,0.99,1,3.3,20,0,Normal,Good
ALE-0413,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,138.87,2,1.47,2.45,3.01,3.3,23,1,Normal,Good
ALE-0312,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,198.5,5,1.38,2.21,2.69,3.7,15,0,Normal,Good
ALE-0652,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,134.57,2,1.68,3.47,2.52,3.2,25,1,Normal,Good
ALE-0390,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,216.55,2,1.03,2.33,1.74,2.8,26,2,Normal,Good
OLE-0067,OLE,11-09-2023,11-09-2023,Actual,Data Breach,Retail Banking,52.66,5,0.36,0.54,1,3.6,14,0,Normal,Good
OLE-0025,OLE,11-12-2023,11-12-2023,Actual,Cyber-Fraud,ATM Network,53.13,4,1.42,0.85,1,2.7,17,0,Normal,Good
OLE-0145,OLE,01-10-2022,01-10-2022,Actual,Cyber-Fraud,ATM Network,43.39,3,0.84,0.97,1,3.4,19,0,Normal,Good
OLE-0537,OLE,05-07-2023,05-07-2023,Actual,Data Breach,Retail Banking,34.63,5,1.3,1.15,1,3.1,14,1,Normal,Good
OLE-0812,OLE,04-05-2022,04-05-2022,Actual,System Failure,Retail Banking,74.33,5,1.08,1.28,1,3.7,17,1,Normal,Good
ALE-0415,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,133.52,4,1.47,1.45,1.28,3.5,21,0,Normal,Good
OLE-0086,OLE,13-08-2023,13-08-2023,Actual,Data Breach,Payments,57.09,3,1.31,0.97,1,3.3,23,2,Normal,Good
ALE-0653,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,113.2,2,1.69,1.24,0.9,3,28,0,Normal,Good
ALE-0481,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,156.54,3,1.23,3.44,3.79,2.9,20,2,Normal,Good
ALE-0623,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,147.8,1,2.2,3.24,2.95,3,20,0,Normal,Good
ALE-1186,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,244.93,2,1.6,2.69,2.8,3.3,25,0,Normal,Good
ALE-1195,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,173.31,4,1.82,2.72,2.01,3.6,24,0,Normal,Good
ALE-0699,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,257.56,3,1.19,2.98,2.04,2.7,27,2,Normal,Good
ALE-1257,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,133.7,1,2.24,2.72,2.16,2.7,19,1,Normal,Good
OLE-0363,OLE,28-10-2022,28-10-2022,Actual,Cyber-Fraud,Payments,52.94,1,0.64,0.92,1,2.9,18,2,Normal,Good
ALE-0967,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,270.9,1,2.42,3.33,2.99,2.8,25,1,Normal,Good
